video_id,avg_face_count,max_face_coverage,body_presence_score,dominant_emotion_angry,dominant_emotion_fear,dominant_emotion_happy,dominant_emotion_neutral,dominant_emotion_none,dominant_emotion_sad,dominant_emotion_surprise
VIDEO_7463516081081027862,0.6666666666666666,0.0013,0.6666666666666666,True,False,False,False,False,False,False
VIDEO_7494205664135236886,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7462409528211033366,1.0,0.001,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7467520617160396054,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7440140885246971169,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7483554122663234838,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7452742967695002902,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7511357874082286870,1.0,0.0003,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7444856032486116630,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7453132168940915991,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7460568175726398742,0.3333333333333333,0.0001,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7456101045601570070,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7464890614258158870,0.6666666666666666,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7446804107312008470,1.3333333333333333,0.0003,1.0,True,False,False,False,False,False,False
VIDEO_7471186366500539670,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7453016788465454358,0.6666666666666666,0.0002,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_6919824999914245381,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6921227616347327749,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6952049416425590022,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6959192993014287622,0.6666666666666666,0.0007,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_6963197595422346502,1.0,0.0533,1.0,False,False,False,False,False,True,False
VIDEO_6972416280762649861,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6994481888182144262,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6982843678305897734,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6980260193653378309,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6978753193882832133,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7014030961486630149,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7001083090462346501,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7019307301299424518,0.6666666666666666,0.0027,0.6666666666666666,False,False,False,True,False,False,False
VIDEO_7039259712038112518,0.3333333333333333,0.0009,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7038189746484563205,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7062023531764256006,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7077597820538146053,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7063459529668742406,1.0,0.0026,1.0,False,False,False,False,False,True,False
VIDEO_7076423248698690822,0.6666666666666666,0.0007,1.0,False,False,False,False,True,False,False
VIDEO_7057560274424958214,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7052727837165505797,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7081140277083213062,1.0,0.0022,1.0,False,False,False,False,False,True,False
VIDEO_7075788593930816773,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7061519229182315781,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7045558641969073414,1.0,0.0004,1.0,True,False,False,False,False,False,False
VIDEO_7071521897082621189,0.6666666666666666,0.0008,1.0,False,False,False,True,False,False,False
VIDEO_7055714634526969093,1.0,0.0017,1.0,False,False,False,True,False,False,False
VIDEO_7069326966159084806,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7059414649581604102,1.0,0.0009,1.0,False,False,False,False,False,True,False
VIDEO_7053545705868152069,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7054948838716493061,1.3333333333333333,0.0028,0.6666666666666666,True,False,False,False,False,False,False
VIDEO_7064489288125189382,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7060887870688529670,0.6666666666666666,0.0009,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7075005822228499717,0.3333333333333333,0.0002,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7079069070078889221,1.0,0.0019,1.0,False,False,False,False,False,True,False
VIDEO_7055321327174946054,1.0,0.0185,1.0,False,False,False,False,False,True,False
VIDEO_7070550742880292101,0.6666666666666666,0.0003,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7073510812542913798,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7073157554024566021,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7067217215925275910,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7084890005491010821,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7130620750842678533,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7146479472022277381,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7145813168818900229,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7088705916027063557,0.3333333333333333,0.0003,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7087822626005060870,1.0,0.0024,1.0,False,False,False,False,False,True,False
VIDEO_7178872221375548677,0.6666666666666666,0.0002,0.6666666666666666,False,False,True,False,False,False,False
VIDEO_7163552631053503749,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7156881114106170630,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7168038506772679942,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7158447069152300293,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7182218891702127877,0.6666666666666666,0.0003,0.6666666666666666,True,False,False,False,False,False,False
VIDEO_7155814731897376006,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7163303756447223045,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7169948893805825285,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7164769032430767365,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7179637090932509958,0.6666666666666666,0.0006,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7162174902865251589,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7173707401302920453,1.3333333333333333,0.0033,1.0,True,False,False,False,False,False,False
VIDEO_7202617948983315717,1.6666666666666667,0.0162,1.0,False,False,False,False,False,True,False
VIDEO_7195225752541875462,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7199586123952311557,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7192237337412177157,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7196211164093631749,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7193338808870456582,0.3333333333333333,0.0002,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7211565992852475141,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7229679892399426842,1.0,0.0002,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7231544878478445850,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7215238321247751430,1.0,0.0009,1.0,False,False,False,False,False,True,False
VIDEO_7261564389075995930,1.0,0.0035,1.0,False,True,False,False,False,False,False
VIDEO_7261499359819336986,0.3333333333333333,0.0008,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7261562285791956251,1.0,0.0007,1.0,False,False,True,False,False,False,False
VIDEO_7277906809787059489,2.0,0.0004,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7296501143700606241,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7309783088618409248,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7317290713673190688,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7302352085796916513,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7318026666939256096,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7319092525329829153,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7297157611294706976,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7314335987033738528,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7308389510113512737,1.0,0.0021,1.0,False,True,False,False,False,False,False
VIDEO_7312547480120380705,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7310606511775026464,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7318769443222359329,1.0,0.0015,1.0,False,False,False,False,False,True,False
VIDEO_7316431760194096416,0.6666666666666666,0.0009,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7304693853758491936,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7306457226254781729,1.0,0.0001,1.0,False,False,False,False,False,True,False
VIDEO_7314256868556213537,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7317653042533305633,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7332775399883033888,0.3333333333333333,0.0002,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7333604507793853728,1.0,0.0003,1.0,False,False,False,False,False,False,True
VIDEO_7324339550283664672,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7336480513269583136,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7335348681832418593,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7338384626773216545,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7329087770905840928,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7334752917439712545,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7334339873127632161,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7337328365147295009,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7322495223089712416,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7345850735894072609,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7344271684406349088,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7332156358902500640,1.0,0.0003,1.0,False,False,False,True,False,False,False
VIDEO_7345082142235413793,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7321969929564065057,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7336662438282120481,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7331017914612567329,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7336193209883839776,1.3333333333333333,0.0002,1.0,False,False,True,False,False,False,False
VIDEO_7342531903209114913,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7342403362714914080,0.3333333333333333,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7327632037437820193,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7337687297132973344,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7350265065762819360,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7345753568462261537,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7322866542985710881,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7338777101547490593,1.0,0.0228,1.0,False,False,True,False,False,False,False
VIDEO_7335020484637068576,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7340682108735671584,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7338699162768149792,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7348433044216253729,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7323194315415588129,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7338875309913017633,0.6666666666666666,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7326887540705873185,0.3333333333333333,0.0003,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7357327030335114528,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7388136382436281633,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7382840415893998880,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7354375095868984608,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7383600515478736161,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7355500880721939744,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7381446389819018529,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7385258008760028448,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7369943098031443233,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7393260705048268065,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7391769807764458784,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7400010201476123937,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7394757283214806305,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7401059521860209952,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7393953054967581985,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7402923905754746145,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7396708038398266656,4.0,0.0016,1.0,False,True,False,False,False,False,False
VIDEO_7392879054988397856,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7396981634572078369,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7439254923365059873,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7444192177149742358,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7431201197672975648,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7425904564697632032,0.3333333333333333,0.1594,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7415546238927523104,2.0,0.0004,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7444957131670949142,0.6666666666666666,0.0014,0.6666666666666666,True,False,False,False,False,False,False
VIDEO_7429721456851864864,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7426709076924484897,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7437476740533865761,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7464875419959921952,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7467999174936644886,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7461582150937169174,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7457889721201577248,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7462724279965125920,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7466084820825787680,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7446787674863684886,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7447835163444235552,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7447515391426825504,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7459384907962305825,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7467185543240109345,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7465291116045208865,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7483888039303843094,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7473874393719000342,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7491219464474856727,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7486043762590895382,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7474850979473640726,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7477287305078934786,0.3333333333333333,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7476738167522053398,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7483430893965626646,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7479068329584364823,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7475273206497086742,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7512478582627732758,0.3333333333333333,0.0002,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7508723396641852694,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7506824474902433026,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7500939642972212502,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7523190975850679554,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7514700901009886486,0.0,0.0,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7529912051498552598,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7515834191922072854,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7517305745210232086,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7516934430083091734,0.3333333333333333,0.0034,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7528398053666016534,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7518400955877199127,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7514333529551949078,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7535840388725378306,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7538370537211432214,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7546552028168719638,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7542515768215211286,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7538076349500689666,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7543616748017241366,0.3333333333333333,0.0002,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7553663983383858454,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7558085942557347094,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7565230748026899734,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7554403190200945942,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7550653411583102230,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7549175046128831766,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7547707789863406870,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7556260834817723670,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7555760932794764566,2.3333333333333335,0.0032,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7572210786991344918,1.3333333333333333,0.0071,1.0,True,False,False,False,False,False,False
VIDEO_7567318876392901910,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7587702184708558102,1.0,0.0024,1.0,False,False,False,False,False,True,False
VIDEO_7591860205567151382,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7582501864428604694,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7572210750937107734,1.0,0.0123,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7569964600523853078,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7572235624627899670,1.0,0.2827,1.0,False,True,False,False,False,False,False
VIDEO_7579238923172547842,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7587833111010954518,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7580401530428394775,1.3333333333333333,0.002,1.0,True,False,False,False,False,False,False
VIDEO_7590299923803884803,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7572223162520177942,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7586610643130764566,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7597370054556011798,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7261996739446590753,0.6666666666666666,0.002,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7260814503728696602,1.0,0.0032,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7254588789559938330,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7259698322791795995,0.3333333333333333,0.0016,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7309107806202842400,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7306559173217488160,1.0,0.0007,1.0,False,False,False,False,False,True,False
VIDEO_7307282681899896096,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7315068001533840672,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7324725007391804705,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7350310562586283297,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7335855508873694496,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7325862287540096289,0.6666666666666666,0.0019,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7343666836812123424,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7332509276432289057,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7354350552693656864,2.0,0.0108,1.0,False,True,False,False,False,False,False
VIDEO_7358820174952172832,1.0,0.0141,1.0,False,False,False,False,False,True,False
VIDEO_7356608348030012704,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7393316600922885409,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7391864864840387872,0.3333333333333333,0.0003,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7407351220127419681,0.6666666666666666,0.0096,1.0,False,False,False,False,True,False,False
VIDEO_7400379104962284832,1.0,0.0296,1.0,False,False,False,False,False,True,False
VIDEO_7372168611449900321,1.0,0.0015,1.0,False,False,True,False,False,False,False
VIDEO_7395950056001572128,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7407843953539583265,2.6666666666666665,0.0076,0.6666666666666666,False,True,False,False,False,False,False
VIDEO_7433411068988280097,0.3333333333333333,0.001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7434514141697625377,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7438288130567949601,1.0,0.0016,1.0,False,False,False,False,False,True,False
VIDEO_7410754655682153761,1.0,0.0008,1.0,False,False,False,False,False,True,False
VIDEO_7439731424854379809,1.0,0.0003,0.6666666666666666,False,False,False,True,False,False,False
VIDEO_7414109220523511073,1.0,0.0009,0.6666666666666666,True,False,False,False,False,False,False
VIDEO_7458331354212666646,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7451629003380755734,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7462683592603340054,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7459403430122097942,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7450432979526012182,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7455305851092389142,1.0,0.0001,0.6666666666666666,False,False,False,False,True,False,False
VIDEO_7447927530448915735,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7470159373935856918,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7519058140860583190,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7511669950990290198,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7515407893357759766,0.3333333333333333,0.0036,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7496845046814166294,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7475687308797299990,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7488659236717628694,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7545851939586723094,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7524285666692271382,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7530943991257386262,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7548437152137350422,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7528439846218550550,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7537717748512705814,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7597116010528902422,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6814175723704683782,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_6821547365887905030,0.6666666666666666,0.001,0.6666666666666666,False,False,False,False,False,True,False
VIDEO_7207862806899592453,0.0,0.0,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7219294434465238298,0.3333333333333333,0.0001,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7026774067223055621,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7212344637523283205,1.6666666666666667,0.0008,1.0,False,False,False,False,False,True,False
VIDEO_7022596866374192390,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7217888414631283995,0.3333333333333333,0.0153,0.3333333333333333,False,False,False,False,True,False,False
VIDEO_7022925491963481349,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7256464845132827931,0.6666666666666666,0.0182,1.0,False,False,False,False,False,True,False
VIDEO_7004414493086240006,1.0,0.0012,1.0,False,False,False,True,False,False,False
VIDEO_7014868849635904773,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7211165738957163782,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7038707297396198661,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7039252769894616326,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7215515219164990746,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7040810874281479430,1.0,0.0005,1.0,False,False,False,True,False,False,False
VIDEO_7027511633060695301,0.0,0.0,0.0,False,False,False,False,True,False,False
VIDEO_7007863408129215749,3.3333333333333335,0.0026,1.0,False,False,True,False,False,False,False
VIDEO_7036326405155638533,0.0,0.0,0.0,False,False,False,False,True,False,False
